ten,Gia,Tinh_trang,Kich_thuoc_man_hinh,Cong_nghe_man_hinh,Camera_truoc,Camera_sau,Chipset,Cong_nghe_NFC,Dung_luong_ram,Bo_nho_trong,Dung_luong_pin,The_SIM,Do_phan_giai_man_hinh,Tinh_nang_man_hinh,Loai_CPU,loai_san_pham
Nokia X21 5G,,,6.7 inches,OLED,16 MP,"Camera chính 64 MP
Ống kính siêu rộng 13 MP
Ống kính ToF",Snapdragon 695,Không,6 GB,128 GB,5.000mAh,không có thông tin,1920 x 1080 pixels (FullHD),"Màn hình OLED, 120Hz",không có thông tin,Điện thoại
Realme C30,,,6.5 inches,IPS LCD,"5 MP, f/2.2","8 MP, f/2.0",Unisoc Tiger T612 (12 nm),Không,2 GB,32 GB,5.000 mAh,2 SIM (Nano-SIM),720 x 1600 pixel,400 nits,không có thông tin,Điện thoại
Vivo Y35M Plus,,,6.51 inches,IPS LCD,5 MP,"Camera chính 13 MP
Camera đo chiều sâu: 2 MP",Dimensity 700,Không,4 GB,128 GB,5.000 mAh,không có thông tin,không có thông tin,Tốc độ làm tươi 60 Hz,không có thông tin,Điện thoại
Vivo Y78m,,,6.38 inches,AMOLED,không có thông tin,không có thông tin,Dimensity 7020,Không,12 GB,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Vivo Y1s,,,6.22 inches,IPS LCD,5 MP,13 MP,MediaTek Helio P35 8 nhân,Không,2 GB,32 GB,4030 mAh,2 SIM (Nano-SIM),720 x 1520 pixels,"Tần số quét 60 Hz
Mặt kính cong 2.5D",không có thông tin,Điện thoại
Vivo Y3s,,,6.35 inches,IPS LCD,"8 MP, f/1.8","13 MP, f/2.2, PDAF
2 MP, f/2.4, (depth)",Mediatek MT6765 Helio P35 (12nm),Không,4 GB,128 GB,Li-Po 5000 mAh,2 SIM (Nano-SIM),720 x 1544 pixels,không có thông tin,không có thông tin,Điện thoại
Nokia XR21 5G,,,6.66 inches,PLS TFT LCD,8 MP,50 MP + 13 MP,"Snapdragon 480, 8 lõi có xung nhịp tối đa 2.0 GHz",Không,6 GB,128 GB,5.000 mAh,2 SIM (Nano-SIM),không có thông tin,90 Hz,không có thông tin,Điện thoại
Realme Narzo 50A Prime,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Không,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Vivo Y10,,,6.51 inches,không có thông tin,8 MP,Chính 13 MP & Phụ 2 MP,MediaTek Helio P35 8 nhân,Không,4 GB,128 GB,5000 mAh,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Samsung Galaxy M31 Prime,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Không,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Samsung Galaxy M13 5G,,,không có thông tin,IPS LCD,không có thông tin,50 MP,MediaTek Dimensity 700,Không,không có thông tin,không có thông tin,5.000 mAh,không có thông tin,không có thông tin,90Hz,không có thông tin,Điện thoại
Samsung Galaxy F02s,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Không,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Vivo S7e 5G,,,6.44 inches,"AMOLED, HDR10","32 MP, f/2.0, (wide), 1/2.8"", 0.8µm","64 MP, f/1.9, (wide), 1/1.72"", 0.8µm, PDAF
8 MP, f/2.2, 16mm, 120˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (depth)",MediaTek MT6853V Dimensity 720 5G (7 nm),Không,8 GB,128 GB,không có thông tin,2 SIM (Nano-SIM),1080 x 2400 pixels (FullHD+),không có thông tin,không có thông tin,Điện thoại
Xiaomi Mi 8 SE 4GB RAM,,,5.88 inches,"Cảm ứng điện dung AMOLED, 16 triệu màu","20 MP (f/2.0, 2.0µm), 1080p","12 MP (f/1.9, 1.4µm, điểm ảnh kép PDAF, gyro-EIS) + 5 MP (f/2.0, 1.12µm), tự động lấy nét nhận diện theo giai đoạn điểm ảnh kép, LED flash",Qualcomm SDM710 Snapdragon 710,Không,không có thông tin,64 GB,Li-Po 3120 mAh,2 SIM (Nano-SIM),1080 x 2244 pixels (FullHD+),không có thông tin,không có thông tin,Điện thoại
Xiaomi Poco F1 64GB,,,6.18 inches,"Cảm ứng điện dung IPS LCD, 16 triệu màu","20 MP, f/2.0, 0.9µm, HDR, 1080p@30fps","12 MP (f/1.9, 1/2.55"", 1.4µm, PDAF điểm ảnh kép) + 5 MP (f/2.0, 1.12µm, cảm biến chiều sâu), LED flash kép",Qualcomm SDM845 Snapdragon 845,Không,không có thông tin,64 GB,Li-Po 4000 mAh,2 SIM (Nano-SIM),1080 x 2246 pixels (FullHD+),không có thông tin,không có thông tin,Điện thoại
Samsung Galaxy Note 10 Pro,,,không có thông tin,Super AMOLED,không có thông tin,,Exynos 9820 8 nhân 64-bit,Không,không có thông tin,không có thông tin,Pin chuẩn Li-Ion,2 SIM (Nano-SIM),không có thông tin,không có thông tin,không có thông tin,Điện thoại
Vivo Y21e,,,6.51 inches,IPS LCD,8MP f/1.8,13MP (f /2.2) + 2MP (f /2.4),Snapdragon™ 680 Mobile Platform (6nm),Không,3 GB,64 GB,5000mAh (TYP),2 SIM (Nano-SIM),1600 x 720 pixels (HD+),không có thông tin,không có thông tin,Điện thoại
Xiaomi Redmi 9i,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Không,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Realme V3,,,6.5 inches,"IPS LCD capacitive touchscreen, 16M colors","8 MP, f/2.0, 26mm (wide)","13 MP, f/2.2, 26mm (wide), PDAF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)",MediaTek Dimensity 720 5G (7 nm),Không,6 GB,64 GB,"Li-Po 5000 mAh, Fast charging 18W",2 SIM (Nano-SIM),720 x 1600 pixel,không có thông tin,không có thông tin,Điện thoại
Oppo Reno 4F,,,6.43 inches,"Super AMOLED, 16t triệu màu, Corning Gorilla Glass 3, độ sáng 430 nits","8 MP, (wide)
2 MP, f/2.4, (depth)","48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 119˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (depth)
2 MP, f/2.4, (depth)",không có thông tin,Không,8 GB,128 GB,"Li-Po 4000 mAh, sạc nhanh 18W",2 SIM (Nano-SIM),1176 x 2400 pixel,không có thông tin,không có thông tin,Điện thoại
Vsmart Bee Lite,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Không,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Masstel Tab 8 Pro,,,8.0 inches,IPS LCD,2 MP,5 MP,MediaTek MT8321 4 nhân,Không,2 GB,16 GB,4000 mAh,Micro-SIM,800 x 1280 pixels,16.7 Triệu màu,không có thông tin,Điện thoại
HTC Wildfire E Star,,,6.5 inches,không có thông tin,5MP,8MP,Unisoc SC9832E,Không,2 GB,16 GB,"3,000 mAh",2 SIM (Nano-SIM),720 x 1600 pixel,không có thông tin,không có thông tin,Điện thoại
Xiaomi Mi 8 SE 6GB RAM,,,5.88 inches,"Cảm ứng điện dung AMOLED, 16 triệu màu","20 MP (f/2.0, 2.0µm), 1080p","12 MP (f/1.9, 1.4µm, điểm ảnh kép PDAF, gyro-EIS) + 5 MP (f/2.0, 1.12µm), tự động lấy nét nhận diện theo giai đoạn điểm ảnh kép, LED flash",Qualcomm SDM710 Snapdragon 710,Không,không có thông tin,64 GB,Li-Po 3120 mAh,2 SIM (Nano-SIM),1080 x 2244 pixels (FullHD+),không có thông tin,không có thông tin,Điện thoại
Oppo K9,,,6.43 inches,AMOLED,32 MP,"Camera chính: 64 MP, f/1.7
Camera tele: 13 MP, f/3.0
Camera góc siêu rộng: 8 MP, f/2.2
Cảm biến 2MP",Snapdragon 768G,Không,8 GB,256 GB,4200 mAh,2 SIM (Nano-SIM),1080 x 2400 pixels (FullHD+),Mật độ điểm ảnh: 405 ppi,không có thông tin,Điện thoại
Poco M2 Realoaded,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Realme 10 8GB 256GB,,,6.4 inches,Super AMOLED,"16 MP, f/2.5","Camera chính: 50MP
Camera chân dung: 2MP",Helio G99 (6nm),Có,8 GB,256 GB,5.000 mAh,2 SIM (Nano-SIM),1080 x 2400 pixels (FullHD+),Tần số quét 90 Hz,không có thông tin,Điện thoại
Samsung Galaxy F23 5G,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Có,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
OnePlus 10R,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Có,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Realme 8i,,,6.43 inches,IPS LCD,16 MP,64 MP + 8 MP + 2 MP + 2 MP,MediaTek Helio G80,Có,4 GB,64 GB,Li-ion 4400 mAh,2 SIM (Nano-SIM),720 x 1600 pixel,không có thông tin,không có thông tin,Điện thoại
Huawei P50 Pro+,,,6.3 inches,OLED,không có thông tin,không có thông tin,không có thông tin,Có,8 GB,256 GB,Li-Po,2 SIM (Nano-SIM),1080 x 2340 pixels (FullHD+),không có thông tin,không có thông tin,Điện thoại
Oppo Reno5 Z 5G,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Có,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Xiaomi Note 12 Pro Plus,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Có,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Huawei Mate 40 Pro Plus,,,không có thông tin,OLED,Đang cập nhật,Đang cập nhật,Kirin 9000 8 nhân,Có,12 GB,256 GB,4400 mAh,2 SIM (Nano-SIM),không có thông tin,không có thông tin,không có thông tin,Điện thoại
Oppo Reno 5 Pro,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Có,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Huawei P50,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Có,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Oneplus Nord N20,,,6.43 inches,AMOLED,"16 MP, f/2.1","Camera chính: 64 MP, f/1.8, PDAF
Camera góc siêu rộng: 8 MP, f/2.3
Camera cảm biến độ sâu: 2 MP, f/2.4",Qualcomm SM6375 Snapdragon 695 5G (6 nm),Có,6 GB,128 GB,không có thông tin,2 SIM (Nano-SIM),1080 x 2400 pixels (FullHD+),Corning Gorilla Glass 3,không có thông tin,Điện thoại
Vivo S12,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Có,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
ASUS ZenFone 9,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Có,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Nokia G400,,,không có thông tin,không có thông tin,không có thông tin,48MP,Snapdragon 480 5G,Có,4 GB,128 GB,không có thông tin,không có thông tin,không có thông tin,120Hz,không có thông tin,Điện thoại
Sony Xperia XZ3,,,6.0 inches,"Cảm ứng điện dung P-OLED, 16 triệu màu","13 MP, f/1.9, 23mm, 1/3"", 1.12µm, HDR, 1080p@30fps (5-axis gyro-EIS)","19 MP, f/2.0, 25mm, 1/2.3"", 1.22µm, tiên đoán PDAF & laser AF, LED flash",Qualcomm SDM845 Snapdragon 845,Có,không có thông tin,64 GB,Li-Po 3330 mAh,2 SIM (Nano-SIM),1440 x 2880 pixels,không có thông tin,không có thông tin,Điện thoại
Xiaomi Mi Mix Alpha 2,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Có,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Oppo Find X3 Neo,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Có,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
POCO F6 5G,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Có,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Xiaomi Redmi 10 Prime Plus,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Có,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Xiaomi CIVI 1S,,,không có thông tin,không có thông tin,không có thông tin,"Chính 64 MP & Phụ 8 MP, 5 MP",Snapdragon 778G+ 5G 8 nhân,Có,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Realme X7 Pro,,,6.55 inches,"AMOLED capacitive touchscreen, 16M colors, 120Hz","32 MP, f/2.2, (wide), 1/2.8"", 0.8µm","64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF
8 MP, f/2.3, 119˚, 16mm (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)",Mediatek Dimensity 1000+ (7nm),Có,8 GB,256 GB,"Li-Po 4500 mAh, Fast charging 65W",2 SIM (Nano-SIM),1080 x 2400 pixels (FullHD+),không có thông tin,không có thông tin,Điện thoại
Huawei Mate 40 Pro,,,6.6 inches,"OLED touch, 16 Million colors",Đang cập nhật,Đang cập nhật,Kirin 990 5G (7 nm+),Có,8 GB,256 GB,Li-Po 4200 mAh battery,2 SIM (Nano-SIM),1200 x 2640 pixels,không có thông tin,không có thông tin,Điện thoại
Huawei Mate 40,,,6.6 inches,OLED,32 MP,48MP + 16MP + 8MP,HiSilicon Kirin 990 5G,Có,8 GB,128 GB,4500 mAh,2 SIM (Nano-SIM),1080 x 2340 pixels (FullHD+),không có thông tin,không có thông tin,Điện thoại
Xiaomi Mi 11 Pro,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Có,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Samsung Galaxy Jump2,,,6.6 inches,không có thông tin,8 MP,"Camera chính: 50 MP
Camera góc rộng: 5 MP
Camera xoá phông: 2 MP
Camera cận cảnh: 2 MP",Exynos 1280 (5 nm),Có,6 GB,128 GB,6000 mAh,2 SIM (Nano-SIM),1080 x 2400 pixels (FullHD+),120Hz,không có thông tin,Điện thoại
Samsung Galaxy M53 5G,,,6.7 inches,AMOLED,32 MP,"Chính 64 MP & Phụ 12 MP, 8 MP, 5 MP",Dimensity 900,Có,8 GB,128 GB,5000 mAh,2 SIM (Nano-SIM),không có thông tin,không có thông tin,không có thông tin,Điện thoại
Vivo S10 Pro,,,6.44 inches,AMOLED,"44 MP, f/2.0","Camera góc rộng: 108 MP, f/1.9, PDAF
Camera góc siêu rộng: 8 MP, f/2
Came cận cảnh: 2 MP, f/2.4",MT6891Z Dimensity 1100 5G (6 nm),Có,12 GB,256 GB,Li-Po 4050 mAh,2 SIM (Nano-SIM),1080 x 2400 pixels (FullHD+),"90Hz, HDR10+",không có thông tin,Điện thoại
Oppo Reno 6 Pro,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Có,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Xiaomi Mi 10 Pro Plus,,,6.66 inches,"Super AMOLED capacitive touchscreen, 16M colors, Corning Gorilla Glass 5, HDR10+, 90Hz refresh rate, 500 nits typ. brightness","20 MP, f/2.0, (wide), 1/3"", 0.9µm","108 MP, f/1.7, (wide), 1/1.33"", 0.8µm, PDAF, Laser AF, OIS
12 MP, f/2.0, 50mm (telephoto), 1/2.55"", 1.4µm, Dual Pixel PDAF, 2x optical zoom
8 MP, f/2.0, (telephoto), 1.0µm, PDAF, OIS, 3.7x optical zoom, 5x hybrid zoom
20 MP, f/2.2, 13mm (ul",Qualcomm SM8250 Snapdragon 865+ (7 nm+),Có,12 GB,256 GB,"Li-Po 4500 mAh battery, Fast charging 50W, Power Delivery 3.0, Fast wireless charging 30W, Reverse wireless charging 5W",2 SIM (Nano-SIM),1080 x 2340 pixels (FullHD+),không có thông tin,không có thông tin,Điện thoại
Oppo Reno4 Lite,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Có,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Xiaomi Mi 10T Lite,,,6.66 inches,"IPS LCD, 16 triệu màu, 120Hz, 450nits","16 MP, f/2.5, 25mm (wide), 1/3.06"" 1.0µm","64 MP, f/1.9, 26mm (wide), 1/1.72"", 0.8µm, PDAF
8 MP, f/2.2, 120˚ (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)",Qualcomm SM7225 Snapdragon 750 5G (8 nm),Có,6 GB,128 GB,"Li-Po 4820 mAh, sạc nhanh 33W",2 SIM (Nano-SIM),1176 x 2400 pixel,không có thông tin,không có thông tin,Điện thoại
Samsung Galaxy M31s,,,6.5 inches,"Super AMOLED capacitive touchscreen, 16M colors, Corning Gorilla Glass 3","32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm","64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF
12 MP, f/2.2, 123˚ (ultrawide)
5 MP, f/2.4, (macro)
5 MP, f/2.4, (depth)",Exynos 9611 (10nm),Có,6 GB,128 GB,"Li-Po 6000 mAh, Fast charging 25W",2 SIM (Nano-SIM),1080 x 2400 pixels (FullHD+),không có thông tin,không có thông tin,Điện thoại
OPPO A54s,,,6.52 inches,IPS LCD,"8 MP, f/2.0","Camera góc rộng: 50 MP, f/1.9, PDAF
Camera cận cảnh: 2 MP, f/2.4,
Camera cảm biến độ sâu: 2 MP, f/2.4",MediaTek MT6765G Helio G35 (12 nm),Có,4 GB,128 GB,5000 mAh,2 SIM (Nano-SIM),720 x 1600 pixel,không có thông tin,không có thông tin,Điện thoại
Samsung Galaxy M33,,,không có thông tin,Super AMOLED,không có thông tin,"Camera góc rộng: 50 MP, khẩu độ f/1.8
Camera góc siêu rộng 8 MP, khẩu độ f/2.2
Camera macro 5MP, khẩu độ f2.4
Cảm biến độ sâu 5 MP, khẩu độ f 2.2.",Exynos 9611,Có,6 GB,128 GB,6.000 mAh,không có thông tin,1080 x 2340 pixels (FullHD+),không có thông tin,không có thông tin,Điện thoại
Realme GT Neo 2T,,,6.43 inches,AMOLED,16 MP,"Chính 64 MP & Phụ 8 MP, 2 MP",MediaTek Dimensity 1200,Có,8 GB,128 GB,4500 mAh,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Xiaomi Redmi K50 Pro Plus,,,không có thông tin,AMOLED,không có thông tin,không có thông tin,Snapdragon 898,Có,không có thông tin,không có thông tin,5.000 mAh,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Huawei Nova 9 Pro,,,không có thông tin,OLED,32MP,50MP + 8MP + 2MP + 2MP,Snapdragon 778G 4G,Có,không có thông tin,không có thông tin,"4,000mAh",không có thông tin,không có thông tin,OLED 6.72 inch Full-HD+,không có thông tin,Điện thoại
Xiaomi Redmi Note 9T 5G,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Có,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
